Tensile strain (Strain 1) : Primary source		Strain 1				
						
Results Table 1						
	Tensile strain (Strain 1) gauge length	Strain 1 gauge length	Time at removal			
	(mm)	(mm)	(s)			
1	50.00	50.00	54.04			
2	50.00	50.00	54.04			
3	50.00	50.00	54.04			
						
Results Table 2						
						
						
1	Time	Displacement	Force	Tensile strain (Strain 1)	Tensile displacement	Strain 1
	(s)	(mm)	(kN)	(%)	(mm)	(%)
	40.1400	3.3412	8.9314	2.6443	1.3221	2.6443
	40.1600	3.3429	8.9320	2.6459	1.3229	2.6459
	40.1800	3.3444	8.9322	2.6475	1.3237	2.6475
	40.2000	3.3462	8.9319	2.6491	1.3245	2.6491
	40.2200	3.3481	8.9343	2.6507	1.3254	2.6507
	40.2400	3.3497	8.9374	2.6524	1.3262	2.6524
	40.2600	3.3513	8.9378	2.6540	1.3270	2.6540
	40.2800	3.3529	8.9376	2.6557	1.3278	2.6557
	40.3000	3.3545	8.9370	2.6572	1.3286	2.6572
	40.3200	3.3561	8.9360	2.6588	1.3294	2.6588
	40.3400	3.3576	8.9356	2.6604	1.3302	2.6604
	40.3600	3.3593	8.9353	2.6619	1.3310	2.6619
	40.3800	3.3612	8.9366	2.6635	1.3318	2.6635
	40.4000	3.3629	8.9403	2.6652	1.3326	2.6652
	40.4200	3.3644	8.9420	2.6668	1.3334	2.6668
	40.4400	3.3661	8.9419	2.6684	1.3342	2.6684
	40.4600	3.3677	8.9421	2.6700	1.3350	2.6700
	40.4800	3.3694	8.9419	2.6716	1.3358	2.6716
	40.5000	3.3711	8.9428	2.6732	1.3366	2.6732
	40.5200	3.3728	8.9445	2.6748	1.3374	2.6748
	40.5400	3.3746	8.9464	2.6764	1.3382	2.6764
	40.5600	3.3764	8.9492	2.6781	1.3390	2.6781
	40.5800	3.3778	8.9503	2.6798	1.3399	2.6798
	40.6000	3.3795	8.9490	2.6813	1.3407	2.6813
	40.6200	3.3811	8.9484	2.6829	1.3415	2.6829
	40.6400	3.3828	8.9484	2.6846	1.3423	2.6846
	40.6600	3.3845	8.9493	2.6861	1.3431	2.6861
	40.6800	3.3861	8.9507	2.6877	1.3439	2.6877
	40.7000	3.3877	8.9509	2.6893	1.3447	2.6893
	40.7200	3.3895	8.9515	2.6909	1.3455	2.6909
	40.7400	3.3911	8.9535	2.6926	1.3463	2.6926
	40.7600	3.3927	8.9543	2.6941	1.3471	2.6941
	40.7800	3.3945	8.9550	2.6957	1.3479	2.6957
	40.8000	3.3962	8.9565	2.6974	1.3487	2.6974
	40.8200	3.3979	8.9577	2.6990	1.3495	2.6990
	40.8400	3.3995	8.9586	2.7006	1.3503	2.7006
	40.8600	3.4010	8.9583	2.7023	1.3511	2.7023
	40.8800	3.4028	8.9574	2.7038	1.3519	2.7038
	40.9000	3.4046	8.9592	2.7054	1.3527	2.7054
	40.9200	3.4062	8.9615	2.7071	1.3535	2.7071
	40.9400	3.4079	8.9625	2.7087	1.3544	2.7087
	40.9600	3.4096	8.9634	2.7103	1.3552	2.7103
	40.9800	3.4112	8.9639	2.7119	1.3560	2.7119
	41.0000	3.4128	8.9640	2.7135	1.3568	2.7135
	41.0200	3.4143	8.9638	2.7151	1.3576	2.7151
	41.0400	3.4161	8.9632	2.7167	1.3583	2.7167
	41.0600	3.4180	8.9650	2.7183	1.3591	2.7183
	41.0800	3.4196	8.9685	2.7200	1.3600	2.7200
	41.1000	3.4212	8.9695	2.7216	1.3608	2.7216
	41.1200	3.4229	8.9697	2.7232	1.3616	2.7232
	41.1400	3.4245	8.9700	2.7248	1.3624	2.7248
	41.1600	3.4262	8.9702	2.7264	1.3632	2.7264
	41.1800	3.4279	8.9710	2.7281	1.3640	2.7281
	41.2000	3.4296	8.9720	2.7297	1.3649	2.7297
	41.2200	3.4315	8.9739	2.7313	1.3657	2.7313
	41.2400	3.4331	8.9770	2.7330	1.3665	2.7330
	41.2600	3.4347	8.9776	2.7347	1.3674	2.7347
	41.2800	3.4364	8.9766	2.7363	1.3681	2.7363
	41.3000	3.4380	8.9764	2.7379	1.3690	2.7379
	41.3200	3.4396	8.9759	2.7395	1.3697	2.7395
	41.3400	3.4413	8.9760	2.7411	1.3705	2.7411
	41.3600	3.4428	8.9763	2.7427	1.3714	2.7427
	41.3800	3.4444	8.9758	2.7442	1.3721	2.7442
	41.4000	3.4462	8.9769	2.7458	1.3729	2.7458
	41.4200	3.4478	8.9790	2.7475	1.3737	2.7475
	41.4400	3.4495	8.9798	2.7491	1.3745	2.7491
	41.4600	3.4512	8.9807	2.7507	1.3753	2.7507
	41.4800	3.4528	8.9816	2.7523	1.3761	2.7523
	41.5000	3.4545	8.9823	2.7538	1.3769	2.7538
	41.5200	3.4561	8.9831	2.7555	1.3777	2.7555
	41.5400	3.4577	8.9829	2.7571	1.3785	2.7571
	41.5600	3.4596	8.9836	2.7587	1.3793	2.7587
	41.5800	3.4613	8.9872	2.7603	1.3802	2.7603
	41.6000	3.4629	8.9892	2.7619	1.3810	2.7619
	41.6200	3.4646	8.9893	2.7636	1.3818	2.7636
	41.6400	3.4661	8.9892	2.7652	1.3826	2.7652
	41.6600	3.4678	8.9888	2.7668	1.3834	2.7668
	41.6800	3.4694	8.9887	2.7684	1.3842	2.7684
	41.7000	3.4710	8.9888	2.7699	1.3850	2.7699
	41.7200	3.4729	8.9898	2.7715	1.3858	2.7715
	41.7400	3.4747	8.9932	2.7732	1.3866	2.7732
	41.7600	3.4762	8.9956	2.7749	1.3874	2.7749
	41.7800	3.4778	8.9951	2.7765	1.3882	2.7765
	41.8000	3.4794	8.9944	2.7781	1.3890	2.7781
	41.8200	3.4810	8.9938	2.7796	1.3898	2.7796
	41.8400	3.4827	8.9939	2.7812	1.3906	2.7812
	41.8600	3.4844	8.9953	2.7828	1.3914	2.7828
	41.8800	3.4862	8.9972	2.7845	1.3922	2.7845
	41.9000	3.4880	8.9998	2.7861	1.3931	2.7861
	41.9200	3.4895	9.0022	2.7878	1.3939	2.7878
	41.9400	3.4911	9.0017	2.7894	1.3947	2.7894
	41.9600	3.4928	9.0009	2.7910	1.3955	2.7910
	41.9800	3.4945	9.0013	2.7926	1.3963	2.7926
	42.0000	3.4963	9.0025	2.7942	1.3971	2.7942
	42.0200	3.4979	9.0043	2.7958	1.3979	2.7958
	42.0400	3.4995	9.0053	2.7975	1.3987	2.7975
	42.0600	3.5013	9.0050	2.7991	1.3995	2.7991
	42.0800	3.5029	9.0061	2.8007	1.4003	2.8007
	42.1000	3.5045	9.0067	2.8023	1.4012	2.8023
	42.1200	3.5062	9.0064	2.8039	1.4020	2.8039
	42.1400	3.5079	9.0074	2.8055	1.4027	2.8055
	42.1600	3.5096	9.0088	2.8071	1.4036	2.8071
	42.1800	3.5113	9.0103	2.8088	1.4044	2.8088
	42.2000	3.5128	9.0112	2.8104	1.4052	2.8104
	42.2200	3.5146	9.0106	2.8120	1.4060	2.8120
	42.2400	3.5164	9.0118	2.8136	1.4068	2.8136
	42.2600	3.5180	9.0141	2.8152	1.4076	2.8152
	42.2800	3.5197	9.0146	2.8169	1.4084	2.8169
	42.3000	3.5213	9.0150	2.8185	1.4092	2.8185
	42.3200	3.5229	9.0152	2.8201	1.4100	2.8201
	42.3400	3.5245	9.0149	2.8217	1.4108	2.8217
	42.3600	3.5261	9.0146	2.8233	1.4116	2.8233
	42.3800	3.5277	9.0137	2.8248	1.4124	2.8248
	42.4000	3.5295	9.0141	2.8264	1.4132	2.8264
	42.4200	3.5312	9.0170	2.8280	1.4140	2.8280
	42.4400	3.5328	9.0189	2.8297	1.4148	2.8297
	42.4600	3.5345	9.0191	2.8312	1.4156	2.8312
	42.4800	3.5361	9.0196	2.8328	1.4164	2.8328
	42.5000	3.5377	9.0199	2.8344	1.4172	2.8344
	42.5200	3.5394	9.0205	2.8360	1.4180	2.8360
	42.5400	3.5410	9.0217	2.8376	1.4188	2.8376
	42.5600	3.5428	9.0228	2.8392	1.4196	2.8392
	42.5800	3.5446	9.0255	2.8409	1.4204	2.8409
	42.6000	3.5462	9.0279	2.8425	1.4213	2.8425
	42.6200	3.5478	9.0275	2.8442	1.4221	2.8442
	42.6400	3.5495	9.0273	2.8457	1.4229	2.8457
	42.6600	3.5511	9.0276	2.8473	1.4237	2.8473
	42.6800	3.5528	9.0279	2.8489	1.4245	2.8489
	42.7000	3.5544	9.0287	2.8505	1.4253	2.8505
	42.7200	3.5560	9.0289	2.8522	1.4261	2.8522
	42.7400	3.5579	9.0294	2.8537	1.4269	2.8537
	42.7600	3.5595	9.0316	2.8554	1.4277	2.8554
	42.7800	3.5611	9.0328	2.8570	1.4285	2.8570
	42.8000	3.5629	9.0332	2.8586	1.4293	2.8586
	42.8200	3.5645	9.0340	2.8603	1.4301	2.8603
	42.8400	3.5662	9.0343	2.8619	1.4309	2.8619
	42.8600	3.5678	9.0347	2.8634	1.4317	2.8634
	42.8800	3.5693	9.0345	2.8650	1.4325	2.8650
	42.9000	3.5711	9.0342	2.8666	1.4333	2.8666
	42.9200	3.5730	9.0365	2.8682	1.4341	2.8682
	42.9400	3.5746	9.0397	2.8699	1.4349	2.8699
	42.9600	3.5762	9.0406	2.8715	1.4358	2.8715
	42.9800	3.5779	9.0407	2.8731	1.4366	2.8731
	43.0000	3.5795	9.0406	2.8747	1.4374	2.8747
	43.0200	3.5811	9.0403	2.8763	1.4381	2.8763
	43.0400	3.5827	9.0402	2.8779	1.4389	2.8779
	43.0600	3.5844	9.0404	2.8794	1.4397	2.8794
	43.0800	3.5864	9.0424	2.8810	1.4405	2.8810
	43.1000	3.5880	9.0461	2.8828	1.4414	2.8828
	43.1200	3.5895	9.0470	2.8844	1.4422	2.8844
	43.1400	3.5912	9.0461	2.8860	1.4430	2.8860
	43.1600	3.5928	9.0456	2.8876	1.4438	2.8876
	43.1800	3.5945	9.0454	2.8891	1.4446	2.8891
	43.2000	3.5962	9.0464	2.8907	1.4453	2.8907
	43.2200	3.5979	9.0481	2.8923	1.4462	2.8923
	43.2400	3.5998	9.0502	2.8940	1.4470	2.8940
	43.2600	3.6015	9.0535	2.8957	1.4478	2.8957
	43.2800	3.6029	9.0541	2.8973	1.4487	2.8973
	43.3000	3.6046	9.0523	2.8989	1.4494	2.8989
	43.3200	3.6062	9.0515	2.9004	1.4502	2.9004
	43.3400	3.6078	9.0514	2.9020	1.4510	2.9020
	43.3600	3.6095	9.0520	2.9036	1.4518	2.9036
	43.3800	3.6111	9.0532	2.9052	1.4526	2.9052
	43.4000	3.6127	9.0532	2.9068	1.4534	2.9068
	43.4200	3.6145	9.0535	2.9084	1.4542	2.9084
	43.4400	3.6161	9.0550	2.9100	1.4550	2.9100
	43.4600	3.6177	9.0556	2.9116	1.4558	2.9116
	43.4800	3.6195	9.0562	2.9132	1.4566	2.9132
	43.5000	3.6211	9.0582	2.9148	1.4574	2.9148
	43.5200	3.6229	9.0599	2.9164	1.4582	2.9164
	43.5400	3.6245	9.0613	2.9181	1.4590	2.9181
	43.5600	3.6261	9.0616	2.9196	1.4598	2.9196
	43.5800	3.6279	9.0612	2.9212	1.4606	2.9212
	43.6000	3.6296	9.0632	2.9228	1.4614	2.9228
	43.6200	3.6312	9.0653	2.9245	1.4622	2.9245
	43.6400	3.6329	9.0657	2.9261	1.4630	2.9261
	43.6600	3.6345	9.0662	2.9277	1.4638	2.9277
	43.6800	3.6362	9.0663	2.9293	1.4647	2.9293
	43.7000	3.6378	9.0660	2.9309	1.4654	2.9309
	43.7200	3.6393	9.0656	2.9324	1.4662	2.9324
	43.7400	3.6411	9.0652	2.9340	1.4670	2.9340
	43.7600	3.6430	9.0672	2.9357	1.4678	2.9357
	43.7800	3.6445	9.0708	2.9373	1.4686	2.9373
	43.8000	3.6462	9.0717	2.9389	1.4694	2.9389
	43.8200	3.6478	9.0718	2.9405	1.4702	2.9405
	43.8400	3.6494	9.0716	2.9420	1.4710	2.9420
	43.8600	3.6510	9.0711	2.9436	1.4718	2.9436
	43.8800	3.6527	9.0714	2.9452	1.4726	2.9452
	43.9000	3.6544	9.0723	2.9468	1.4734	2.9468
	43.9200	3.6562	9.0737	2.9484	1.4742	2.9484
	43.9400	3.6579	9.0768	2.9501	1.4750	2.9501
	43.9600	3.6595	9.0781	2.9517	1.4759	2.9517
	43.9800	3.6612	9.0777	2.9533	1.4767	2.9533
	44.0000	3.6628	9.0779	2.9549	1.4774	2.9549
	44.0200	3.6645	9.0783	2.9565	1.4782	2.9565
	44.0400	3.6662	9.0789	2.9581	1.4790	2.9581
	44.0600	3.6677	9.0797	2.9597	1.4798	2.9597
	44.0800	3.6694	9.0796	2.9613	1.4806	2.9613
	44.1000	3.6712	9.0810	2.9629	1.4814	2.9629
	44.1200	3.6728	9.0834	2.9646	1.4823	2.9646
	44.1400	3.6745	9.0842	2.9662	1.4831	2.9662
	44.1600	3.6762	9.0848	2.9678	1.4839	2.9678
	44.1800	3.6779	9.0856	2.9694	1.4847	2.9694
	44.2000	3.6796	9.0861	2.9710	1.4855	2.9710
	44.2200	3.6811	9.0866	2.9726	1.4863	2.9726
	44.2400	3.6828	9.0865	2.9742	1.4871	2.9742
	44.2600	3.6847	9.0875	2.9758	1.4879	2.9758
	44.2800	3.6865	9.0909	2.9775	1.4887	2.9775
	44.3000	3.6881	9.0929	2.9792	1.4896	2.9792
	44.3200	3.6897	9.0930	2.9808	1.4904	2.9808
	44.3400	3.6913	9.0925	2.9823	1.4912	2.9823
	44.3600	3.6928	9.0911	2.9839	1.4919	2.9839
	44.3800	3.6944	9.0900	2.9855	1.4927	2.9855
	44.4000	3.6960	9.0896	2.9870	1.4935	2.9870
	44.4200	3.6978	9.0898	2.9886	1.4943	2.9886
	44.4400	3.6996	9.0926	2.9902	1.4951	2.9902
	44.4600	3.7012	9.0958	2.9919	1.4959	2.9919
	44.4800	3.7028	9.0960	2.9935	1.4967	2.9935
	44.5000	3.7044	9.0955	2.9950	1.4975	2.9950
	44.5200	3.7060	9.0950	2.9966	1.4983	2.9966
	44.5400	3.7077	9.0950	2.9981	1.4991	2.9981
	44.5600	3.7094	9.0967	2.9997	1.4999	2.9997
	44.5800	3.7112	9.0987	3.0014	1.5007	3.0014
	44.6000	3.7131	9.1013	3.0030	1.5015	3.0030
	44.6200	3.7146	9.1044	3.0047	1.5023	3.0047
	44.6400	3.7161	9.1040	3.0063	1.5031	3.0063
	44.6600	3.7178	9.1023	3.0079	1.5039	3.0079
	44.6800	3.7194	9.1018	3.0094	1.5047	3.0094
	44.7000	3.7211	9.1022	3.0110	1.5055	3.0110
	44.7200	3.7228	9.1036	3.0126	1.5063	3.0126
	44.7400	3.7243	9.1046	3.0142	1.5071	3.0142
	44.7600	3.7261	9.1048	3.0158	1.5079	3.0158
	44.7800	3.7278	9.1064	3.0174	1.5087	3.0174
	44.8000	3.7294	9.1081	3.0190	1.5095	3.0190
	44.8200	3.7311	9.1081	3.0206	1.5103	3.0206
	44.8400	3.7328	9.1092	3.0222	1.5111	3.0222
	44.8600	3.7345	9.1105	3.0239	1.5119	3.0239
	44.8800	3.7362	9.1115	3.0255	1.5127	3.0255
	44.9000	3.7377	9.1125	3.0271	1.5136	3.0271
	44.9200	3.7394	9.1121	3.0287	1.5143	3.0287
	44.9400	3.7413	9.1129	3.0302	1.5151	3.0302
	44.9600	3.7429	9.1154	3.0319	1.5159	3.0319
	44.9800	3.7445	9.1163	3.0336	1.5168	3.0336
	45.0000	3.7462	9.1167	3.0352	1.5176	3.0352
	45.0200	3.7478	9.1172	3.0368	1.5184	3.0368
	45.0400	3.7495	9.1172	3.0384	1.5192	3.0384
	45.0600	3.7511	9.1176	3.0399	1.5200	3.0399
	45.0800	3.7527	9.1175	3.0415	1.5208	3.0415
	45.1000	3.7546	9.1180	3.0431	1.5215	3.0431
	45.1200	3.7564	9.1211	3.0448	1.5224	3.0448
	45.1400	3.7579	9.1232	3.0464	1.5232	3.0464
	45.1600	3.7596	9.1234	3.0480	1.5240	3.0480
	45.1800	3.7612	9.1234	3.0497	1.5248	3.0497
	45.2000	3.7629	9.1234	3.0513	1.5256	3.0513
	45.2200	3.7646	9.1242	3.0529	1.5264	3.0529
	45.2400	3.7662	9.1252	3.0545	1.5272	3.0545
	45.2600	3.7680	9.1257	3.0560	1.5280	3.0560
	45.2800	3.7698	9.1279	3.0577	1.5289	3.0577
	45.3000	3.7713	9.1297	3.0594	1.5297	3.0594
	45.3200	3.7730	9.1287	3.0610	1.5305	3.0610
	45.3400	3.7746	9.1282	3.0626	1.5313	3.0626
	45.3600	3.7762	9.1284	3.0642	1.5321	3.0642
	45.3800	3.7779	9.1286	3.0657	1.5329	3.0657
	45.4000	3.7795	9.1290	3.0673	1.5337	3.0673
	45.4200	3.7810	9.1287	3.0689	1.5345	3.0689
	45.4400	3.7828	9.1287	3.0705	1.5352	3.0705
	45.4600	3.7845	9.1306	3.0720	1.5360	3.0720
	45.4800	3.7861	9.1320	3.0736	1.5368	3.0736
	45.5000	3.7878	9.1330	3.0752	1.5376	3.0752
	45.5200	3.7895	9.1348	3.0769	1.5384	3.0769
	45.5400	3.7911	9.1356	3.0785	1.5392	3.0785
	45.5600	3.7927	9.1361	3.0801	1.5400	3.0801
	45.5800	3.7943	9.1363	3.0817	1.5408	3.0817
	45.6000	3.7960	9.1358	3.0833	1.5416	3.0833
	45.6200	3.7979	9.1379	3.0849	1.5424	3.0849
	45.6400	3.7996	9.1413	3.0865	1.5433	3.0865
	45.6600	3.8013	9.1426	3.0881	1.5441	3.0881
	45.6800	3.8029	9.1432	3.0898	1.5449	3.0898
	45.7000	3.8044	9.1428	3.0914	1.5457	3.0914
	45.7200	3.8060	9.1417	3.0930	1.5465	3.0930
	45.7400	3.8076	9.1413	3.0945	1.5473	3.0945
	45.7600	3.8094	9.1414	3.0961	1.5481	3.0961
	45.7800	3.8113	9.1436	3.0977	1.5489	3.0977
	45.8000	3.8130	9.1478	3.0994	1.5497	3.0994
	45.8200	3.8146	9.1493	3.1011	1.5505	3.1011
	45.8400	3.8162	9.1488	3.1027	1.5513	3.1027
	45.8600	3.8177	9.1479	3.1042	1.5521	3.1042
	45.8800	3.8194	9.1468	3.1058	1.5529	3.1058
	45.9000	3.8211	9.1471	3.1074	1.5537	3.1074
	45.9200	3.8228	9.1486	3.1090	1.5545	3.1090
	45.9400	3.8246	9.1503	3.1106	1.5553	3.1106
	45.9600	3.8263	9.1533	3.1123	1.5561	3.1123
	45.9800	3.8278	9.1546	3.1139	1.5570	3.1139
	46.0000	3.8295	9.1533	3.1155	1.5577	3.1155
	46.0200	3.8311	9.1527	3.1171	1.5585	3.1171
	46.0400	3.8328	9.1531	3.1187	1.5593	3.1187
	46.0600	3.8346	9.1546	3.1203	1.5601	3.1203
	46.0800	3.8362	9.1564	3.1219	1.5609	3.1219
	46.1000	3.8379	9.1569	3.1235	1.5617	3.1235
	46.1200	3.8397	9.1580	3.1251	1.5625	3.1251
	46.1400	3.8412	9.1597	3.1268	1.5634	3.1268
	46.1600	3.8428	9.1591	3.1284	1.5642	3.1284
	46.1800	3.8446	9.1589	3.1299	1.5650	3.1299
	46.2000	3.8462	9.1599	3.1316	1.5658	3.1316
	46.2200	3.8479	9.1611	3.1332	1.5666	3.1332
	46.2400	3.8496	9.1625	3.1348	1.5674	3.1348
	46.2600	3.8512	9.1628	3.1364	1.5682	3.1364
	46.2800	3.8530	9.1631	3.1380	1.5690	3.1380
	46.3000	3.8547	9.1655	3.1397	1.5698	3.1397
	46.3200	3.8563	9.1668	3.1413	1.5707	3.1413
	46.3400	3.8580	9.1666	3.1429	1.5715	3.1429
	46.3600	3.8596	9.1668	3.1445	1.5723	3.1445
	46.3800	3.8612	9.1667	3.1461	1.5731	3.1461
	46.4000	3.8629	9.1665	3.1476	1.5738	3.1476
	46.4200	3.8644	9.1664	3.1493	1.5746	3.1493
	46.4400	3.8661	9.1660	3.1508	1.5754	3.1508
	46.4600	3.8679	9.1675	3.1524	1.5762	3.1524
	46.4800	3.8695	9.1700	3.1540	1.5770	3.1540
	46.5000	3.8711	9.1705	3.1556	1.5778	3.1556
	46.5200	3.8728	9.1706	3.1572	1.5786	3.1572
	46.5400	3.8744	9.1710	3.1588	1.5794	3.1588
	46.5600	3.8761	9.1717	3.1604	1.5802	3.1604
	46.5800	3.8778	9.1734	3.1620	1.5810	3.1620
	46.6000	3.8795	9.1746	3.1636	1.5818	3.1636
	46.6200	3.8813	9.1759	3.1652	1.5826	3.1652
	46.6400	3.8829	9.1786	3.1669	1.5834	3.1669
	46.6600	3.8845	9.1790	3.1685	1.5842	3.1685
	46.6800	3.8862	9.1778	3.1700	1.5850	3.1700
	46.7000	3.8878	9.1778	3.1716	1.5858	3.1716
	46.7200	3.8895	9.1783	3.1732	1.5866	3.1732
	46.7400	3.8911	9.1791	3.1748	1.5874	3.1748
	46.7600	3.8927	9.1795	3.1763	1.5882	3.1763
	46.7800	3.8944	9.1792	3.1779	1.5890	3.1779
	46.8000	3.8962	9.1807	3.1795	1.5898	3.1795
	46.8200	3.8977	9.1827	3.1812	1.5906	3.1812
	46.8400	3.8995	9.1832	3.1827	1.5914	3.1827
	46.8600	3.9012	9.1843	3.1844	1.5922	3.1844
	46.8800	3.9028	9.1855	3.1860	1.5930	3.1860
	46.9000	3.9044	9.1860	3.1876	1.5938	3.1876
	46.9200	3.9060	9.1860	3.1892	1.5946	3.1892
	46.9400	3.9076	9.1852	3.1907	1.5954	3.1907
	46.9600	3.9095	9.1856	3.1923	1.5962	3.1923
	46.9800	3.9112	9.1887	3.1939	1.5970	3.1939
	47.0000	3.9129	9.1911	3.1956	1.5978	3.1956
	47.0200	3.9146	9.1922	3.1972	1.5986	3.1972
	47.0400	3.9162	9.1928	3.1989	1.5994	3.1989
	47.0600	3.9178	9.1923	3.2004	1.6002	3.2004
	47.0800	3.9194	9.1916	3.2020	1.6010	3.2020
	47.1000	3.9210	9.1914	3.2035	1.6018	3.2035
	47.1200	3.9228	9.1918	3.2051	1.6026	3.2051
	47.1400	3.9247	9.1949	3.2068	1.6034	3.2068
	47.1600	3.9263	9.1982	3.2084	1.6042	3.2084
	47.1800	3.9279	9.1987	3.2100	1.6050	3.2100
	47.2000	3.9295	9.1983	3.2116	1.6058	3.2116
	47.2200	3.9311	9.1974	3.2133	1.6066	3.2133
	47.2400	3.9328	9.1973	3.2148	1.6074	3.2148
	47.2600	3.9345	9.1985	3.2164	1.6082	3.2164
	47.2800	3.9363	9.1997	3.2180	1.6090	3.2180
	47.3000	3.9382	9.2024	3.2197	1.6098	3.2197
	47.3200	3.9397	9.2052	3.2213	1.6107	3.2213
	47.3400	3.9413	9.2046	3.2230	1.6115	3.2230
	47.3600	3.9429	9.2030	3.2246	1.6123	3.2246
	47.3800	3.9445	9.2024	3.2261	1.6131	3.2261
	47.4000	3.9462	9.2024	3.2276	1.6138	3.2276
	47.4200	3.9479	9.2036	3.2293	1.6146	3.2293
	47.4400	3.9494	9.2043	3.2308	1.6154	3.2308
	47.4600	3.9512	9.2046	3.2324	1.6162	3.2324
	47.4800	3.9529	9.2062	3.2340	1.6170	3.2340
	47.5000	3.9544	9.2072	3.2356	1.6178	3.2356
	47.5200	3.9561	9.2069	3.2372	1.6186	3.2372
	47.5400	3.9578	9.2076	3.2388	1.6194	3.2388
	47.5600	3.9595	9.2088	3.2404	1.6202	3.2404
	47.5800	3.9612	9.2100	3.2420	1.6210	3.2420
	47.6000	3.9628	9.2110	3.2436	1.6218	3.2436
	47.6200	3.9644	9.2110	3.2452	1.6226	3.2452
	47.6400	3.9663	9.2121	3.2468	1.6234	3.2468
	47.6600	3.9679	9.2148	3.2484	1.6242	3.2484
	47.6800	3.9695	9.2154	3.2500	1.6250	3.2500
	47.7000	3.9712	9.2153	3.2516	1.6258	3.2516
	47.7200	3.9728	9.2155	3.2532	1.6266	3.2532
	47.7400	3.9744	9.2153	3.2547	1.6274	3.2547
	47.7600	3.9760	9.2154	3.2563	1.6281	3.2563
	47.7800	3.9776	9.2155	3.2579	1.6289	3.2579
	47.8000	3.9795	9.2164	3.2595	1.6297	3.2595
	47.8200	3.9813	9.2198	3.2611	1.6306	3.2611
	47.8400	3.9828	9.2221	3.2628	1.6314	3.2628
	47.8600	3.9845	9.2222	3.2644	1.6322	3.2644
	47.8800	3.9861	9.2220	3.2659	1.6330	3.2659
	47.9000	3.9877	9.2215	3.2675	1.6338	3.2675
	47.9200	3.9894	9.2216	3.2691	1.6345	3.2691
	47.9400	3.9911	9.2226	3.2707	1.6353	3.2707
	47.9600	3.9928	9.2235	3.2723	1.6361	3.2723
	47.9800	3.9946	9.2258	3.2739	1.6370	3.2739
	48.0000	3.9962	9.2280	3.2756	1.6378	3.2756
	48.0200	3.9978	9.2277	3.2772	1.6386	3.2772
	48.0400	3.9995	9.2273	3.2787	1.6394	3.2787
	48.0600	4.0011	9.2278	3.2803	1.6401	3.2803
	48.0800	4.0029	9.2287	3.2819	1.6409	3.2819
	48.1000	4.0045	9.2300	3.2835	1.6418	3.2835
	48.1200	4.0061	9.2302	3.2851	1.6426	3.2851
	48.1400	4.0079	9.2304	3.2867	1.6434	3.2867
	48.1600	4.0096	9.2325	3.2883	1.6442	3.2883
	48.1800	4.0112	9.2334	3.2899	1.6449	3.2899
	48.2000	4.0129	9.2336	3.2915	1.6457	3.2915
	48.2200	4.0146	9.2350	3.2931	1.6466	3.2931
	48.2400	4.0163	9.2360	3.2947	1.6474	3.2947
	48.2600	4.0179	9.2366	3.2963	1.6482	3.2963
	48.2800	4.0195	9.2365	3.2979	1.6490	3.2979
	48.3000	4.0213	9.2360	3.2995	1.6498	3.2995
	48.3200	4.0231	9.2380	3.3011	1.6506	3.3011
	48.3400	4.0247	9.2408	3.3028	1.6514	3.3028
	48.3600	4.0264	9.2415	3.3044	1.6522	3.3044
	48.3800	4.0280	9.2416	3.3060	1.6530	3.3060
	48.4000	4.0295	9.2408	3.3076	1.6538	3.3076
	48.4200	4.0311	9.2396	3.3092	1.6546	3.3092
	48.4400	4.0327	9.2391	3.3107	1.6554	3.3107
	48.4600	4.0343	9.2386	3.3122	1.6561	3.3122
	48.4800	4.0362	9.2397	3.3138	1.6569	3.3138
	48.5000	4.0379	9.2435	3.3155	1.6577	3.3155
	48.5200	4.0394	9.2456	3.3171	1.6585	3.3171
	48.5400	4.0411	9.2456	3.3187	1.6593	3.3187
	48.5600	4.0427	9.2455	3.3203	1.6601	3.3203
	48.5800	4.0443	9.2451	3.3218	1.6609	3.3218
	48.6000	4.0461	9.2457	3.3234	1.6617	3.3234
	48.6200	4.0477	9.2475	3.3250	1.6625	3.3250
	48.6400	4.0496	9.2493	3.3266	1.6633	3.3266
	48.6600	4.0514	9.2526	3.3283	1.6641	3.3283
	48.6800	4.0529	9.2545	3.3299	1.6650	3.3299
	48.7000	4.0545	9.2533	3.3315	1.6658	3.3315
	48.7200	4.0561	9.2524	3.3331	1.6666	3.3331
	48.7400	4.0578	9.2523	3.3347	1.6673	3.3347
	48.7600	4.0595	9.2531	3.3363	1.6681	3.3363
	48.7800	4.0611	9.2542	3.3379	1.6689	3.3379
	48.8000	4.0627	9.2542	3.3394	1.6697	3.3394
	48.8200	4.0645	9.2549	3.3410	1.6705	3.3410
	48.8400	4.0661	9.2570	3.3427	1.6713	3.3427
	48.8600	4.0678	9.2579	3.3443	1.6721	3.3443
	48.8800	4.0695	9.2584	3.3459	1.6729	3.3459
	48.9000	4.0712	9.2597	3.3475	1.6738	3.3475
	48.9200	4.0728	9.2605	3.3491	1.6746	3.3491
	48.9400	4.0745	9.2610	3.3507	1.6753	3.3507
	48.9600	4.0760	9.2606	3.3522	1.6761	3.3522
	48.9800	4.0778	9.2602	3.3538	1.6769	3.3538
	49.0000	4.0796	9.2623	3.3554	1.6777	3.3554
